기준년도,시도,시군구,행정동,경찰서명,인구,합계원표,성범죄원표,살인강도원표,교통범죄원표,절도범죄원표,폭력범죄원표,지능경제범죄원표,기타원표,합계112,성범죄112,성범죄성폭력112,성범죄데이트폭력112,성범죄스토킹112,살인강도112,살인강도살인112,살인강도강도마약112,교통범죄112,교통범죄교통사고112,교통범죄교통불편112,교통범죄교통위반112,교통범죄사망대형사고112,교통범죄인피도주112,교통범죄음주운전112,절도범죄112,절도범죄절도112,절도범죄소매치기112,지능경제범죄112,지능경제범죄사기112,지능경제범죄보이스피싱112,폭력112,폭력가정폭력112,폭력아동학대가정내112,폭력아동학대기타112,폭력납치감금112,폭력폭력112,폭력공갈112,폭력협박112,폭력재물손괴112,폭력학교폭력112,폭력청소년비행112,기타112,기타도박112,기타주거침입112,기타풍속영업112,기타수배불심자112,기타기타형사범112,기타시비112,기타행패소란112,기타무전취식승차112,기타무취자112,기타보호조치112,기타위험방지112,기타기타경범112,기타상담문의112,기타변사자112,기타비상벨112,기타경비업체요청112,기타가출112,기타분실습득112,기타FTX112,기타자살112,기타실종112,기타내용확인불가112,기타화재112,기타구조요청112,기타소음112,기타노점상112,기타기타타기관112,기타서비스요청112,기타청탁금지법112,기타재해재난112,기타기타위험동물112
2018,서울특별시,양천구,신월3동,서울양천,16934.0,10023,120,20,2195,1384,2480,2010,1814,84276,423,165,238,20,15,7,8,9884,5904,2406,1570,0,4,,1741,3,1738,163,163,,8304,2245,82,33,38,3633,2,48,553,27,1643,63746,833,84,400,261,12554,7124,3306,528,1206,8749,2484,984,9523,242,656,44,268,1406,40,535,2473,3779,408,712,2495,48,2139,464,1,0,0
2018,서울특별시,강서구,등촌제3동,서울강서,33085.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,강서구,화곡제2동,서울강서,19713.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,강서구,가양제3동,서울강서,16392.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,강서구,발산제1동,서울강서,116079.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,강서구,방화제1동,서울강서,137973.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,금천구,독산제2동,서울금천,20086.0,10184,200,23,1829,1168,3165,1920,1879,80897,634,296,305,33,31,19,12,9032,4868,2584,1574,4,2,,1889,1,1888,227,227,,7929,1601,31,16,35,4674,0,35,606,19,912,61155,1107,135,824,263,11034,7272,3808,906,1148,7914,2265,848,8030,129,471,34,330,1191,20,416,1581,6731,340,395,2022,10,1564,367,0,0,0
2018,서울특별시,금천구,독산제4동,서울금천,16472.0,10184,200,23,1829,1168,3165,1920,1879,80897,634,296,305,33,31,19,12,9032,4868,2584,1574,4,2,,1889,1,1888,227,227,,7929,1601,31,16,35,4674,0,35,606,19,912,61155,1107,135,824,263,11034,7272,3808,906,1148,7914,2265,848,8030,129,471,34,330,1191,20,416,1581,6731,340,395,2022,10,1564,367,0,0,0
2018,서울특별시,영등포구,대림제1동,서울영등포,13325.0,17517,391,42,3752,2292,5066,3134,2840,108144,723,390,298,35,23,9,14,11707,6471,2817,2413,3,3,,2473,2,2471,386,386,,8952,1122,57,25,53,6054,2,38,710,18,873,83880,848,98,524,322,16314,8878,5251,1183,1503,11878,3156,1248,11357,174,1439,93,400,1572,10,892,2475,6574,454,839,3235,46,2664,453,0,0,0
2018,서울특별시,동작구,신대방제1동,서울동작,24244.0,8870,288,21,1825,1151,2354,1651,1580,78211,636,331,278,27,10,3,7,8471,4916,2072,1480,2,1,,1569,3,1566,248,248,,7086,1469,49,22,32,3599,2,36,510,19,1348,60191,227,115,394,266,11902,6305,2861,740,1179,8951,2874,1010,8291,208,898,60,379,1308,40,575,2150,3577,365,581,2689,42,1640,564,0,0,0
2018,서울특별시,관악구,보라매동,서울관악,25230.0,14302,352,36,2453,2012,3806,2643,3000,129562,1227,468,706,53,27,17,10,12054,6539,3383,2128,0,4,,2853,7,2846,365,365,,11452,1827,67,30,67,7022,2,63,975,24,1375,101584,885,270,996,596,20420,10932,5372,1658,2016,15012,3507,2096,12657,262,1275,69,545,2660,27,1027,3253,6264,624,916,4758,78,2557,852,0,0,0
2018,서울특별시,관악구,은천동,서울관악,35080.0,14302,352,36,2453,2012,3806,2643,3000,129562,1227,468,706,53,27,17,10,12054,6539,3383,2128,0,4,,2853,7,2846,365,365,,11452,1827,67,30,67,7022,2,63,975,24,1375,101584,885,270,996,596,20420,10932,5372,1658,2016,15012,3507,2096,12657,262,1275,69,545,2660,27,1027,3253,6264,624,916,4758,78,2557,852,0,0,0
2018,서울특별시,서초구,방배2동,서울서초,22340.0,15120,407,18,2856,1482,5634,1908,2815,90522,903,468,395,40,11,8,3,14937,8185,4142,2605,0,5,,2036,4,2032,479,479,,5772,756,39,25,53,3920,0,41,510,6,422,66384,232,61,552,175,15620,6675,2769,684,1112,8642,3431,834,10198,82,535,103,240,1696,20,694,2024,3521,452,627,3053,10,1914,428,0,0,0
2018,서울특별시,강남구,대치4동,서울수서,20965.0,11624,194,20,2149,984,4440,1698,2139,68420,840,296,505,39,9,5,4,8648,4800,2650,1195,0,3,,1267,1,1266,282,282,,4912,1272,47,17,55,2450,0,32,383,5,651,52462,127,70,947,172,12576,5049,2061,435,935,5771,2066,822,8245,92,514,87,273,1311,54,457,1846,3753,286,494,1994,13,1491,521,0,0,0
2018,서울특별시,강남구,수서동,서울수서,16336.0,11624,194,20,2149,984,4440,1698,2139,68420,840,296,505,39,9,5,4,8648,4800,2650,1195,0,3,,1267,1,1266,282,282,,4912,1272,47,17,55,2450,0,32,383,5,651,52462,127,70,947,172,12576,5049,2061,435,935,5771,2066,822,8245,92,514,87,273,1311,54,457,1846,3753,286,494,1994,13,1491,521,0,0,0
2018,서울특별시,송파구,오금동,서울송파,64262.0,18233,309,22,4115,2352,5386,3137,2912,147451,1182,489,644,49,8,3,5,19551,10486,6129,2928,0,8,,3495,7,3488,472,472,,12015,3182,90,41,62,6080,4,65,956,16,1519,110728,762,144,1017,344,26106,11022,4468,1243,2409,14674,5174,1692,15023,192,1054,106,702,2808,39,1024,3906,5800,620,1001,5180,83,3237,898,0,0,0
2018,서울특별시,송파구,문정2동,서울송파,60006.0,18233,309,22,4115,2352,5386,3137,2912,147451,1182,489,644,49,8,3,5,19551,10486,6129,2928,0,8,,3495,7,3488,472,472,,12015,3182,90,41,62,6080,4,65,956,16,1519,110728,762,144,1017,344,26106,11022,4468,1243,2409,14674,5174,1692,15023,192,1054,106,702,2808,39,1024,3906,5800,620,1001,5180,83,3237,898,0,0,0
2018,서울특별시,송파구,잠실6동,서울송파,17314.0,18233,309,22,4115,2352,5386,3137,2912,147451,1182,489,644,49,8,3,5,19551,10486,6129,2928,0,8,,3495,7,3488,472,472,,12015,3182,90,41,62,6080,4,65,956,16,1519,110728,762,144,1017,344,26106,11022,4468,1243,2409,14674,5174,1692,15023,192,1054,106,702,2808,39,1024,3906,5800,620,1001,5180,83,3237,898,0,0,0
2018,서울특별시,송파구,위례동,서울송파,183630.0,18233,309,22,4115,2352,5386,3137,2912,147451,1182,489,644,49,8,3,5,19551,10486,6129,2928,0,8,,3495,7,3488,472,472,,12015,3182,90,41,62,6080,4,65,956,16,1519,110728,762,144,1017,344,26106,11022,4468,1243,2409,14674,5174,1692,15023,192,1054,106,702,2808,39,1024,3906,5800,620,1001,5180,83,3237,898,0,0,0
2018,서울특별시,강동구,암사제2동,서울강동,14654.0,10436,170,22,1993,1515,2796,2226,1714,99714,655,244,369,42,14,7,7,9912,5999,2272,1633,0,8,,2052,0,2052,256,256,,9164,1936,35,27,48,5124,1,38,627,18,1310,77661,734,95,548,262,18572,7992,4055,999,1711,10711,3065,1063,9582,214,915,79,393,1559,37,666,2293,4634,476,770,3497,48,2146,545,0,0,0
2018,서울특별시,강동구,천호제1동,서울강동,28838.0,10436,170,22,1993,1515,2796,2226,1714,99714,655,244,369,42,14,7,7,9912,5999,2272,1633,0,8,,2052,0,2052,256,256,,9164,1936,35,27,48,5124,1,38,627,18,1310,77661,734,95,548,262,18572,7992,4055,999,1711,10711,3065,1063,9582,214,915,79,393,1559,37,666,2293,4634,476,770,3497,48,2146,545,0,0,0
2018,서울특별시,종로구,평창동,서울혜화,37902.0,4868,100,11,893,739,1475,832,818,41268,219,137,63,19,5,4,1,4187,2150,1566,471,0,0,,989,1,988,129,129,,2708,216,4,6,19,2075,1,9,188,8,182,33031,175,27,145,71,6614,3643,2291,480,628,5110,780,1420,4423,61,282,25,113,1535,36,147,675,1921,214,308,779,11,916,201,0,0,0
2018,서울특별시,중구,다산동,서울중부,14600.0,6214,132,16,940,1057,1886,1176,1007,50190,324,206,101,17,7,4,3,5965,3531,1682,750,0,2,,1315,10,1305,180,180,,3612,385,18,12,16,2456,1,22,312,7,383,38787,266,42,217,91,8089,4183,2321,490,606,5649,1116,613,5892,74,749,60,128,1124,47,244,806,3032,296,336,868,7,1255,186,0,0,0
2018,서울특별시,중구,청구동,서울중부,14652.0,6214,132,16,940,1057,1886,1176,1007,50190,324,206,101,17,7,4,3,5965,3531,1682,750,0,2,,1315,10,1305,180,180,,3612,385,18,12,16,2456,1,22,312,7,383,38787,266,42,217,91,8089,4183,2321,490,606,5649,1116,613,5892,74,749,60,128,1124,47,244,806,3032,296,336,868,7,1255,186,0,0,0
2018,서울특별시,용산구,이촌제2동,서울용산,8990.0,10017,331,16,2284,1096,2712,1981,1597,87962,608,381,206,21,4,2,2,11804,5877,3636,2288,0,3,,1451,1,1450,264,264,,7415,1000,30,17,31,5355,1,43,572,10,356,66416,334,114,136,216,15059,6392,4020,706,930,9659,3253,1239,8654,134,1091,99,177,1299,24,599,1398,3637,447,882,3253,68,2172,424,0,0,0
2018,서울특별시,용산구,이태원제1동,서울용산,7042.0,10017,331,16,2284,1096,2712,1981,1597,87962,608,381,206,21,4,2,2,11804,5877,3636,2288,0,3,,1451,1,1450,264,264,,7415,1000,30,17,31,5355,1,43,572,10,356,66416,334,114,136,216,15059,6392,4020,706,930,9659,3253,1239,8654,134,1091,99,177,1299,24,599,1398,3637,447,882,3253,68,2172,424,0,0,0
2018,서울특별시,용산구,한강로동,서울용산,88335.0,10017,331,16,2284,1096,2712,1981,1597,87962,608,381,206,21,4,2,2,11804,5877,3636,2288,0,3,,1451,1,1450,264,264,,7415,1000,30,17,31,5355,1,43,572,10,356,66416,334,114,136,216,15059,6392,4020,706,930,9659,3253,1239,8654,134,1091,99,177,1299,24,599,1398,3637,447,882,3253,68,2172,424,0,0,0
2018,서울특별시,성동구,금호4가동,서울성동,15345.0,8129,126,14,1831,999,2426,1324,1409,65592,418,190,198,30,8,4,4,8423,4913,1977,1529,1,3,,1123,0,1123,226,226,,5411,1084,19,10,18,3029,3,22,404,12,810,49983,336,52,256,165,10885,4720,2514,488,789,7544,2400,775,7186,181,847,55,249,894,26,440,1341,2897,354,647,1914,22,1750,256,0,0,0
2018,서울특별시,광진구,자양제4동,서울광진,19360.0,10768,229,15,2097,1769,2782,1914,1962,100066,779,385,358,36,12,6,6,11373,5996,3232,2138,1,6,,2386,7,2379,267,267,,8893,1620,49,22,36,5107,0,54,653,23,1329,76356,545,119,343,271,16613,7708,4160,996,1221,11525,3179,1192,10222,142,1299,68,397,1722,14,759,2209,3962,422,866,3819,55,2122,406,0,0,0
2018,서울특별시,동대문구,청량리동,서울동대문,21838.0,10568,145,19,2117,1447,2742,2083,2015,95845,551,227,295,29,6,4,2,8713,5211,2154,1334,0,14,,2189,4,2185,202,202,,7927,1550,34,19,25,4704,6,35,580,10,964,76257,1195,78,621,330,14074,7985,5076,992,1575,10379,1916,1099,12720,139,771,49,252,2856,92,446,1753,5170,415,727,2587,29,2473,458,0,0,0
2018,서울특별시,중랑구,중화제2동,서울중랑,28044.0,10915,174,15,2077,1526,2571,2583,1969,109874,572,224,328,20,10,7,3,8950,5360,2122,1450,2,16,,2122,2,2120,200,200,,10383,2466,80,20,23,5612,4,50,601,13,1514,87637,1474,99,630,271,15236,8458,4653,1046,1697,11426,2440,1278,15017,260,989,39,358,1306,22,607,2217,10916,445,777,3190,32,2261,493,0,0,0
2018,서울특별시,중랑구,묵제2동,서울중랑,20111.0,10915,174,15,2077,1526,2571,2583,1969,109874,572,224,328,20,10,7,3,8950,5360,2122,1450,2,16,,2122,2,2120,200,200,,10383,2466,80,20,23,5612,4,50,601,13,1514,87637,1474,99,630,271,15236,8458,4653,1046,1697,11426,2440,1278,15017,260,989,39,358,1306,22,607,2217,10916,445,777,3190,32,2261,493,0,0,0
2018,서울특별시,성북구,길음제2동,서울종암,23286.0,4000,58,11,901,564,938,802,726,38298,241,104,119,18,8,4,4,4610,2584,1276,749,0,1,,723,0,723,60,60,,3083,819,32,12,11,1533,1,5,215,11,444,29573,492,36,406,123,5794,3133,1750,332,645,4136,1050,443,4611,57,373,17,118,569,157,217,899,1534,183,307,1077,7,925,181,1,0,0
2018,서울특별시,강북구,번2동,서울강북,,9385,188,25,1699,1112,2469,2123,1769,85092,693,241,420,32,13,7,6,6769,3786,2024,947,0,12,,1719,2,1717,136,136,,8925,2000,63,19,30,5143,2,29,499,18,1122,66837,750,57,969,269,13945,7466,4338,1099,1647,10385,1539,949,9300,111,1077,40,216,1095,48,400,1821,3354,381,752,2339,29,2090,370,1,0,0
2018,서울특별시,도봉구,방학제2동,서울도봉,21440.0,6781,113,13,1151,781,1798,1349,1576,62967,385,178,186,21,8,1,7,5363,3115,1438,804,0,6,,1286,4,1282,112,112,,6380,1786,66,21,18,2807,1,30,409,12,1230,49433,461,59,359,194,9037,5031,2861,595,1128,6949,1397,865,7548,118,766,36,181,994,39,340,1587,3160,376,599,2747,27,1665,314,0,0,0
2018,서울특별시,도봉구,창제2동,서울도봉,31074.0,6781,113,13,1151,781,1798,1349,1576,62967,385,178,186,21,8,1,7,5363,3115,1438,804,0,6,,1286,4,1282,112,112,,6380,1786,66,21,18,2807,1,30,409,12,1230,49433,461,59,359,194,9037,5031,2861,595,1128,6949,1397,865,7548,118,766,36,181,994,39,340,1587,3160,376,599,2747,27,1665,314,0,0,0
2018,서울특별시,노원구,공릉2동,서울노원,41026.0,11067,194,22,2284,1422,2825,2382,1938,103298,655,342,266,47,15,11,4,11203,6506,2726,1966,3,2,,2182,0,2182,212,212,,10075,2777,102,27,37,4573,3,32,585,22,1917,78956,798,65,478,295,15253,7649,4023,920,1509,11342,2812,1230,12441,299,992,56,304,1914,29,625,2788,5024,499,877,3622,103,2460,549,0,0,0
2018,서울특별시,노원구,상계10동,서울노원,16959.0,11067,194,22,2284,1422,2825,2382,1938,103298,655,342,266,47,15,11,4,11203,6506,2726,1966,3,2,,2182,0,2182,212,212,,10075,2777,102,27,37,4573,3,32,585,22,1917,78956,798,65,478,295,15253,7649,4023,920,1509,11342,2812,1230,12441,299,992,56,304,1914,29,625,2788,5024,499,877,3622,103,2460,549,0,0,0
2018,서울특별시,은평구,불광제1동,서울은평,41260.0,6265,130,22,1311,773,1642,1309,1078,63877,395,158,220,17,7,6,1,5635,3170,1576,886,0,3,,1369,0,1369,106,106,,6846,1335,38,15,15,3438,7,24,382,11,1581,49519,284,42,286,208,9272,5658,2929,563,1265,7005,1758,985,6872,129,759,31,207,931,42,314,1663,3436,350,526,2227,25,1410,342,0,0,0
2018,서울특별시,은평구,응암제2동,서울은평,20878.0,6265,130,22,1311,773,1642,1309,1078,63877,395,158,220,17,7,6,1,5635,3170,1576,886,0,3,,1369,0,1369,106,106,,6846,1335,38,15,15,3438,7,24,382,11,1581,49519,284,42,286,208,9272,5658,2929,563,1265,7005,1758,985,6872,129,759,31,207,931,42,314,1663,3436,350,526,2227,25,1410,342,0,0,0
2018,서울특별시,서대문구,홍제제3동,서울서대문,16449.0,8616,206,18,1464,1062,2586,1529,1751,84644,543,248,266,29,8,6,2,7863,4128,2309,1418,1,7,,1331,5,1326,168,168,,5448,1125,41,18,22,2972,1,28,426,2,813,69283,290,78,274,244,11669,5566,2841,468,1100,8500,2592,946,14891,239,800,57,253,1674,136,464,1996,8368,401,628,2661,17,1755,375,0,0,0
2018,서울특별시,서대문구,홍제제2동,서울서대문,14814.0,8616,206,18,1464,1062,2586,1529,1751,84644,543,248,266,29,8,6,2,7863,4128,2309,1418,1,7,,1331,5,1326,168,168,,5448,1125,41,18,22,2972,1,28,426,2,813,69283,290,78,274,244,11669,5566,2841,468,1100,8500,2592,946,14891,239,800,57,253,1674,136,464,1996,8368,401,628,2661,17,1755,375,0,0,0
2018,서울특별시,마포구,연남동,서울마포,16315.0,14544,473,17,3024,2011,3649,2680,2690,125109,1196,685,446,65,16,8,8,15403,8039,4001,3356,4,3,,3027,12,3015,264,264,,9228,1710,35,27,46,5932,0,54,765,11,648,95975,623,93,478,300,18075,9510,4238,870,1717,15129,4817,1542,12503,180,1710,99,343,2362,60,1030,2814,4786,558,1191,7641,50,2684,572,0,0,0
2018,서울특별시,양천구,목3동,서울양천,23045.0,10023,120,20,2195,1384,2480,2010,1814,84276,423,165,238,20,15,7,8,9884,5904,2406,1570,0,4,,1741,3,1738,163,163,,8304,2245,82,33,38,3633,2,48,553,27,1643,63746,833,84,400,261,12554,7124,3306,528,1206,8749,2484,984,9523,242,656,44,268,1406,40,535,2473,3779,408,712,2495,48,2139,464,1,0,0
2018,서울특별시,양천구,신월2동,서울양천,22656.0,10023,120,20,2195,1384,2480,2010,1814,84276,423,165,238,20,15,7,8,9884,5904,2406,1570,0,4,,1741,3,1738,163,163,,8304,2245,82,33,38,3633,2,48,553,27,1643,63746,833,84,400,261,12554,7124,3306,528,1206,8749,2484,984,9523,242,656,44,268,1406,40,535,2473,3779,408,712,2495,48,2139,464,1,0,0
2018,서울특별시,양천구,신월7동,서울양천,22193.0,10023,120,20,2195,1384,2480,2010,1814,84276,423,165,238,20,15,7,8,9884,5904,2406,1570,0,4,,1741,3,1738,163,163,,8304,2245,82,33,38,3633,2,48,553,27,1643,63746,833,84,400,261,12554,7124,3306,528,1206,8749,2484,984,9523,242,656,44,268,1406,40,535,2473,3779,408,712,2495,48,2139,464,1,0,0
2018,서울특별시,강서구,등촌제1동,서울강서,23352.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,강서구,등촌제2동,서울강서,21991.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,강서구,화곡제6동,서울강서,24634.0,14670,269,35,3159,1724,3941,2618,2924,112053,892,353,508,31,19,12,7,11182,6713,2485,1982,1,1,,2208,7,2201,230,230,,10349,2242,57,32,46,5734,4,54,692,20,1468,87173,675,108,743,313,18127,9627,4703,1003,1623,11387,3701,1377,12429,262,880,59,410,1755,26,816,2924,5712,511,990,4019,33,2331,629,0,0,0
2018,서울특별시,구로구,구로제5동,서울구로,30330.0,12748,250,32,2109,1717,3714,2830,2096,99671,783,425,324,34,11,7,4,10719,5797,3161,1756,0,5,,2495,4,2491,260,260,,9589,2068,61,37,52,5587,1,48,723,26,986,75814,1006,130,481,280,14574,8722,4389,996,1376,10136,2737,1248,10637,224,932,57,515,1745,42,583,2646,5619,481,607,2696,61,2295,598,1,0,0
2018,서울특별시,구로구,개봉제3동,서울구로,21658.0,12748,250,32,2109,1717,3714,2830,2096,99671,783,425,324,34,11,7,4,10719,5797,3161,1756,0,5,,2495,4,2491,260,260,,9589,2068,61,37,52,5587,1,48,723,26,986,75814,1006,130,481,280,14574,8722,4389,996,1376,10136,2737,1248,10637,224,932,57,515,1745,42,583,2646,5619,481,607,2696,61,2295,598,1,0,0
2018,서울특별시,구로구,항동,서울구로,,12748,250,32,2109,1717,3714,2830,2096,99671,783,425,324,34,11,7,4,10719,5797,3161,1756,0,5,,2495,4,2491,260,260,,9589,2068,61,37,52,5587,1,48,723,26,986,75814,1006,130,481,280,14574,8722,4389,996,1376,10136,2737,1248,10637,224,932,57,515,1745,42,583,2646,5619,481,607,2696,61,2295,598,1,0,0
2018,서울특별시,영등포구,신길제1동,서울영등포,17515.0,17517,391,42,3752,2292,5066,3134,2840,108144,723,390,298,35,23,9,14,11707,6471,2817,2413,3,3,,2473,2,2471,386,386,,8952,1122,57,25,53,6054,2,38,710,18,873,83880,848,98,524,322,16314,8878,5251,1183,1503,11878,3156,1248,11357,174,1439,93,400,1572,10,892,2475,6574,454,839,3235,46,2664,453,0,0,0
2018,서울특별시,영등포구,신길제4동,서울영등포,9299.0,17517,391,42,3752,2292,5066,3134,2840,108144,723,390,298,35,23,9,14,11707,6471,2817,2413,3,3,,2473,2,2471,386,386,,8952,1122,57,25,53,6054,2,38,710,18,873,83880,848,98,524,322,16314,8878,5251,1183,1503,11878,3156,1248,11357,174,1439,93,400,1572,10,892,2475,6574,454,839,3235,46,2664,453,0,0,0
2018,서울특별시,영등포구,신길제5동,서울영등포,19544.0,17517,391,42,3752,2292,5066,3134,2840,108144,723,390,298,35,23,9,14,11707,6471,2817,2413,3,3,,2473,2,2471,386,386,,8952,1122,57,25,53,6054,2,38,710,18,873,83880,848,98,524,322,16314,8878,5251,1183,1503,11878,3156,1248,11357,174,1439,93,400,1572,10,892,2475,6574,454,839,3235,46,2664,453,0,0,0
2018,서울특별시,영등포구,문래동,서울영등포,192012.0,17517,391,42,3752,2292,5066,3134,2840,108144,723,390,298,35,23,9,14,11707,6471,2817,2413,3,3,,2473,2,2471,386,386,,8952,1122,57,25,53,6054,2,38,710,18,873,83880,848,98,524,322,16314,8878,5251,1183,1503,11878,3156,1248,11357,174,1439,93,400,1572,10,892,2475,6574,454,839,3235,46,2664,453,0,0,0
2018,서울특별시,동작구,상도제3동,서울동작,25735.0,8870,288,21,1825,1151,2354,1651,1580,78211,636,331,278,27,10,3,7,8471,4916,2072,1480,2,1,,1569,3,1566,248,248,,7086,1469,49,22,32,3599,2,36,510,19,1348,60191,227,115,394,266,11902,6305,2861,740,1179,8951,2874,1010,8291,208,898,60,379,1308,40,575,2150,3577,365,581,2689,42,1640,564,0,0,0
2018,서울특별시,동작구,상도제4동,서울동작,29836.0,8870,288,21,1825,1151,2354,1651,1580,78211,636,331,278,27,10,3,7,8471,4916,2072,1480,2,1,,1569,3,1566,248,248,,7086,1469,49,22,32,3599,2,36,510,19,1348,60191,227,115,394,266,11902,6305,2861,740,1179,8951,2874,1010,8291,208,898,60,379,1308,40,575,2150,3577,365,581,2689,42,1640,564,0,0,0
2018,서울특별시,동작구,사당제1동,서울동작,23359.0,8870,288,21,1825,1151,2354,1651,1580,78211,636,331,278,27,10,3,7,8471,4916,2072,1480,2,1,,1569,3,1566,248,248,,7086,1469,49,22,32,3599,2,36,510,19,1348,60191,227,115,394,266,11902,6305,2861,740,1179,8951,2874,1010,8291,208,898,60,379,1308,40,575,2150,3577,365,581,2689,42,1640,564,0,0,0
2018,서울특별시,서초구,방배1동,서울서초,17576.0,15120,407,18,2856,1482,5634,1908,2815,90522,903,468,395,40,11,8,3,14937,8185,4142,2605,0,5,,2036,4,2032,479,479,,5772,756,39,25,53,3920,0,41,510,6,422,66384,232,61,552,175,15620,6675,2769,684,1112,8642,3431,834,10198,82,535,103,240,1696,20,694,2024,3521,452,627,3053,10,1914,428,0,0,0
2018,서울특별시,서초구,방배4동,서울서초,24107.0,15120,407,18,2856,1482,5634,1908,2815,90522,903,468,395,40,11,8,3,14937,8185,4142,2605,0,5,,2036,4,2032,479,479,,5772,756,39,25,53,3920,0,41,510,6,422,66384,232,61,552,175,15620,6675,2769,684,1112,8642,3431,834,10198,82,535,103,240,1696,20,694,2024,3521,452,627,3053,10,1914,428,0,0,0
2018,서울특별시,강남구,논현2동,서울수서,55726.0,11624,194,20,2149,984,4440,1698,2139,68420,840,296,505,39,9,5,4,8648,4800,2650,1195,0,3,,1267,1,1266,282,282,,4912,1272,47,17,55,2450,0,32,383,5,651,52462,127,70,947,172,12576,5049,2061,435,935,5771,2066,822,8245,92,514,87,273,1311,54,457,1846,3753,286,494,1994,13,1491,521,0,0,0
2018,서울특별시,강남구,역삼2동,서울수서,36477.0,11624,194,20,2149,984,4440,1698,2139,68420,840,296,505,39,9,5,4,8648,4800,2650,1195,0,3,,1267,1,1266,282,282,,4912,1272,47,17,55,2450,0,32,383,5,651,52462,127,70,947,172,12576,5049,2061,435,935,5771,2066,822,8245,92,514,87,273,1311,54,457,1846,3753,286,494,1994,13,1491,521,0,0,0
2018,서울특별시,강남구,개포1동,서울수서,7771.0,11624,194,20,2149,984,4440,1698,2139,68420,840,296,505,39,9,5,4,8648,4800,2650,1195,0,3,,1267,1,1266,282,282,,4912,1272,47,17,55,2450,0,32,383,5,651,52462,127,70,947,172,12576,5049,2061,435,935,5771,2066,822,8245,92,514,87,273,1311,54,457,1846,3753,286,494,1994,13,1491,521,0,0,0
2018,서울특별시,강남구,일원1동,서울수서,33880.0,11624,194,20,2149,984,4440,1698,2139,68420,840,296,505,39,9,5,4,8648,4800,2650,1195,0,3,,1267,1,1266,282,282,,4912,1272,47,17,55,2450,0,32,383,5,651,52462,127,70,947,172,12576,5049,2061,435,935,5771,2066,822,8245,92,514,87,273,1311,54,457,1846,3753,286,494,1994,13,1491,521,0,0,0
2018,서울특별시,송파구,오륜동,서울송파,19228.0,18233,309,22,4115,2352,5386,3137,2912,147451,1182,489,644,49,8,3,5,19551,10486,6129,2928,0,8,,3495,7,3488,472,472,,12015,3182,90,41,62,6080,4,65,956,16,1519,110728,762,144,1017,344,26106,11022,4468,1243,2409,14674,5174,1692,15023,192,1054,106,702,2808,39,1024,3906,5800,620,1001,5180,83,3237,898,0,0,0
